Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
39979.0,1.2256911433955502,0.7973068928892271,-0.32324055722176,1.50755130018399,0.11784326962107301,-1.18361321584073,0.266696592123412,-0.235341637581205,-0.15789037659208202,-0.753723157703061,0.243270534826832,0.0228415194111148,0.36695437202432296,-1.7510743600338199,1.09140510842936,0.7676722564433991,1.03366798908731,0.7472938728185491,-0.770897509562203,-0.0616464631710024,-0.0356387399178147,-0.0047167597615813605,-0.143412462243418,0.23813759377444302,0.6917045519411451,-0.28090690666113105,0.0455983682665068,0.06607142154629402,1.0,0
42562.0,-6.3184431299760995,4.965852119676059,-2.9933397293677797,-0.425972765487977,-2.45150053718563,2.04554682667126,-4.41287531334416,1.01732217510344,0.438795310598495,0.44112935998481495,0.13956781053956602,2.19749597388891,-1.1482065701978799,2.4773149829284904,-0.39399305640839005,-0.49970137910758206,2.45915103220202,-1.38355145687403,-1.3272732417644701,0.7806389116198191,-0.32331897604403004,0.57724743079358,0.8063919581200429,-1.4071347031113899,0.18188152071584102,0.5522272102897751,0.45468037383975296,0.32305160822578805,1.0,0
35289.0,1.1719883344528899,0.0122020829235937,0.256847115076288,0.31673371465596994,-0.131741177684909,-0.0302944796233315,-0.144080206591917,0.10414728772493301,-0.106890414281722,0.0671543439511856,1.29793479477197,0.751207401538869,-0.16575786063143,0.52052416698914,0.64883560657411,0.275060731580625,-0.47017610656354397,-0.185962584026375,-0.117035167531456,-0.0886673570517665,-0.0220346941048535,-0.094900607211012,-0.0142944531504464,-0.274264007097545,0.287827607372351,0.423795506018021,-0.033224505194034,-0.00143334925861683,19.99,0
157307.0,-0.596849137516072,-0.4812474687975779,1.1047741605313501,-3.26827492127576,-0.0611699415641193,0.16894894421432902,0.0595707865902785,0.07780183716804401,-2.57855619193048,0.5424743063522921,0.00512465374661643,-0.739588551870777,0.31658558836704703,-0.388426485518641,-1.4372692006885799,-0.0837530207464462,-0.16002406134647199,0.6517024806334389,-0.181024584241511,-0.199257329965297,-0.13049580054797802,-0.164107915285435,-0.34307326504279395,0.169429543156557,0.7912991064693481,-0.143257546983521,-0.00838223553500575,0.039227811685621006,50.4,0
32002.0,1.14245335890216,-0.0937898344792419,-0.11912197763674,1.1113174290588401,0.115374099676024,0.32201543865655197,-0.000765607679006646,0.128663170628497,0.311998253182382,0.10457285578092401,-0.33044058145791,0.0373043090291197,-1.32435756370542,0.44349267473355897,-0.8078633455492931,0.175544451467751,-0.611001894733742,0.521753000393299,0.711703237102609,-0.0869708432604268,-0.137299324957071,-0.410345919577545,-0.27997087406080295,-0.863753653468737,0.7962312747534741,-0.288193138941399,-0.0007620572437618661,0.0037621895469026295,62.0,0
166267.0,-0.5862130756063231,0.733116862627019,0.626448771562077,-0.82533005462104,0.720382456124364,-0.11996683423292599,0.961455684191428,-0.503237955456736,1.09017121843624,0.5299153334172221,1.1707257294031002,-0.261178480046247,-1.13492446468401,-1.79474700017075,-0.347984785271889,0.705229921551281,-0.286026427511087,0.7097271243621179,-0.125385867932326,0.144812682950555,-0.36446052481116,-0.36082364491599,0.318389191085388,0.612593069425733,-1.5315782884397302,-0.200381796347915,-0.261738911407293,-0.3050225448095589,23.51,0
143456.0,-2.0065817541957096,3.6765774123977404,-5.4638107839612005,7.232058275249571,-1.62785946243328,-0.996754564165374,-4.29983258601582,2.2688667551790203,-3.65106703430768,-4.40092985049667,4.21321289394162,-5.737815167616861,-0.875693366725877,-8.893726335570369,-0.56243377737014,-3.28178373472677,-4.3689859085708,-0.7367337646633629,1.60929290421203,0.47441405277171395,0.713906864071022,-0.0638675905141125,0.16794731876444,-0.449863968939219,0.0237020976105368,0.536905295464468,0.485864026565305,-0.0423934808851287,1.0,1
51248.0,1.09511321696805,-0.255453415094827,1.42458391548851,0.950337801188997,-1.23667039203044,-0.16211620381528302,-0.7368410866502859,0.21721441085033102,1.00205691917165,-0.264481772394341,-0.160122345751472,0.310579302068929,-0.805642865792968,-0.199226257474599,0.49321298167890704,-0.25052263938087305,0.340272966617813,-0.768222318081799,-0.5956445001605141,-0.19203831048390801,-0.0359452512376735,0.0815639576402267,0.13290843905094302,0.6222393204512391,0.0843425743280628,0.31589433013901896,0.0288541175147302,0.0280606889428819,11.5,0
68815.0,-1.4575463135434898,0.63924364949408,1.53002737525923,0.23846886170263898,0.9009678499451709,-0.103292055463866,0.553335717434605,0.132431192010209,-0.330182480602608,-0.19857640486241396,1.0708514500939,1.31671095076809,0.351901973031443,-0.119807814078371,-1.4510314157593602,-0.416011240202469,-0.29357022435112395,-0.509678712422411,-0.617067234830132,-0.176019926745853,-0.0195197991927628,0.22992604274944897,-0.35917321817273296,0.0471239398260408,0.31168595017662104,-0.487978365349299,0.14229289483816,0.190393692664424,25.87,0
84396.0,0.365415793927431,-3.07087586456746,-1.29573479962114,-2.51905099735707,0.165443557109106,3.7503932667749704,-0.898030053504665,0.82321742806044,0.913928043514814,-0.672532700265374,-0.6320341097040799,0.541748342159034,0.27039801165805605,-0.33550834015234804,0.39038532441822,-1.97634831459133,0.0708756166522696,1.5703607226358203,0.5663104132907261,0.728633311086497,-0.275103927950139,-1.3450962303460698,-0.4310959034852321,1.04206243302874,0.262735176065043,-0.125172031904204,-0.0249782947762201,0.116414901664141,550.74,0
123229.0,1.95100275877193,0.10260560432368199,-1.56017342282321,1.3116700812236899,0.387430644622062,-0.87888901620939,0.5314577982046029,-0.255576521048383,0.00448371493519376,0.43353444792993895,0.7232861620414179,0.795885606595082,-0.8216027379625359,0.8306724212176941,-1.17280089604409,-0.544005105647239,-0.31990851027899003,-0.133082558276187,0.032492564137119,-0.29302605947078103,0.11081405821218598,0.456701775768694,-0.0113009000926957,0.0116036790778484,0.39567016588667,-0.5121872523787,-0.0241666761128838,-0.0697688224512619,23.34,0
160895.0,-0.8482902165651139,2.71988211593934,-6.19907019688041,3.0444371862191897,-3.3019095533971203,-1.9921168359039598,-3.7349017657824,1.5200789731023299,-2.54878817321614,-4.5335154033258,2.2880217465420802,-5.26720466981905,0.394799950425324,-4.28799577702192,1.31527946674202,-6.469186890699481,-8.713920051492059,-3.7050697432532003,3.53100289778427,0.319576271337295,1.12522925908799,0.805257864895713,0.199119186483276,0.0352062006310435,0.0121587630161963,0.601657823317562,0.137467682324392,-0.171396981067706,127.14,1
30873.0,-1.7486181970880201,0.0963048029403625,2.41926903634503,-1.13493373204703,0.16252684256673,1.38887495236303,0.29052610847017896,0.632186273857543,0.37683157917867993,-1.20521389091752,0.396583623538553,0.67460337576078,0.10246429651650502,-0.52785507023422,0.5702505179298821,-0.47497299584053704,0.36973604277194105,-2.12089471192682,-3.4187844392251097,-0.22371596957588002,0.227756770657322,0.940898457456506,-0.160248037861051,-0.566035815611726,0.18353868439999105,0.481170737050976,0.252955978210605,0.0773136187224833,123.6,0
115396.0,-0.49295641078650704,0.474186072852192,1.1860223194293602,-0.9710590639179691,0.21207749867411102,0.00529539564592481,0.362590431827803,0.27270764696461397,0.0531431928916135,-0.4422592866114529,0.657382586416068,0.5123058028068,-0.38876662453569105,0.0814973032818547,-0.57299195570512,0.609186352086999,-0.848560982870318,0.220615771322214,0.0743401735461293,0.11597745829904901,-0.14290245360686601,-0.42699380173307205,0.21821414682503898,0.73649629498252,-0.8981305503907829,0.117117666464983,0.35231064438913795,0.245972394725352,31.99,0
151029.0,-3.81821371829341,2.5513376778311803,-4.75915831591909,1.6369669587865299,-1.16790008391088,-1.67841338780471,-3.1447324720857597,1.24510555037845,-1.69254135414833,-4.759931373850129,3.6422569393988105,-4.165202322571,0.703069875094878,-7.62431631397779,-1.49801239964762,-4.0799923299884595,-6.71717654755023,-1.8875496491175499,1.35674828969143,0.164453445972909,0.8376854400796221,0.761712127064149,-0.41769426592024295,-0.469712471536136,-0.225934235750846,0.586415248500604,-0.348107405939032,0.0877768724326224,10.7,1
